"REF_DATE","GEO","DGUID","Age of mother","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404526","2.8.2","2.3","","","","1"
"2013","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404527","2.9.1","2","","","","0"
"2013","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404528","2.9.2","0.0","","","","1"
"2013","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, not stated","Number of live births","Number","223","units","0","v21404529","2.10.1","0","","","","0"
"2013","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404530","2.10.2","0.0","","","","1"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, all ages","Number of live births","Number","223","units","0","v21404531","3.1.1","1409","","","","0"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404532","3.1.2","100.0","","","","1"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404533","3.2.1","0","","","","0"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404534","3.2.2","0.0","","","","1"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404535","3.3.1","54","","","","0"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404536","3.3.2","3.8","","","","1"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404537","3.4.1","232","","","","0"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404538","3.4.2","16.5","","","","1"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404539","3.5.1","439","","","","0"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404540","3.5.2","31.2","","","","1"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404541","3.6.1","464","","","","0"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404542","3.6.2","32.9","","","","1"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404543","3.7.1","186","","","","0"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404544","3.7.2","13.2","","","","1"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404545","3.8.1","32","","","","0"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404546","3.8.2","2.3","","","","1"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404547","3.9.1","2","","","","0"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404548","3.9.2","0.1","","","","1"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, not stated","Number of live births","Number","223","units","0","v21404549","3.10.1","0","","","","0"
"2013","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404550","3.10.2","0.0","","","","1"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, all ages","Number of live births","Number","223","units","0","v21404551","4.1.1","8444","","","","0"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404552","4.1.2","100.0","","","","1"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404553","4.2.1","0","","","","0"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404554","4.2.2","0.0","","","","1"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404555","4.3.1","446","","","","0"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404556","4.3.2","5.3","","","","1"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404557","4.4.1","1557","","","","0"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404558","4.4.2","18.4","","","","1"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404559","4.5.1","2373","","","","0"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404560","4.5.2","28.1","","","","1"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404561","4.6.1","2630","","","","0"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404562","4.6.2","31.1","","","","1"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404563","4.7.1","1204","","","","0"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404564","4.7.2","14.3","","","","1"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404565","4.8.1","222","","","","0"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404566","4.8.2","2.6","","","","1"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404567","4.9.1","12","","","","0"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404568","4.9.2","0.1","","","","1"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, not stated","Number of live births","Number","223","units","0","v21404569","4.10.1","0","","","","0"
"2013","Nova Scotia, place of residence of mother","2016A000212","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404570","4.10.2","0.0","","","","1"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, all ages","Number of live births","Number","223","units","0","v21404571","5.1.1","6959","","","","0"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404572","5.1.2","100.0","","","","1"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404573","5.2.1","1","","","","0"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404574","5.2.2","0.0","","","","1"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404575","5.3.1","343","","","","0"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404576","5.3.2","4.9","","","","1"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404577","5.4.1","1410","","","","0"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404578","5.4.2","20.3","","","","1"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404579","5.5.1","2241","","","","0"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404580","5.5.2","32.2","","","","1"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404581","5.6.1","2047","","","","0"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404582","5.6.2","29.4","","","","1"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404583","5.7.1","780","","","","0"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404584","5.7.2","11.2","","","","1"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404585","5.8.1","127","","","","0"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404586","5.8.2","1.8","","","","1"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404587","5.9.1","10","","","","0"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404588","5.9.2","0.1","","","","1"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, not stated","Number of live births","Number","223","units","0","v21404589","5.10.1","0","","","","0"
"2013","New Brunswick, place of residence of mother","2016A000213","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404590","5.10.2","0.0","","","","1"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, all ages","Number of live births","Number","223","units","0","v21404591","6.1.1","88862","","","","0"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404592","6.1.2","100.0","","","","1"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404593","6.2.1","16","","","","0"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404594","6.2.2","0.0","","","","1"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404595","6.3.1","1865","","","","0"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404596","6.3.2","2.1","","","","1"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404597","6.4.1","11577","","","","0"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404598","6.4.2","13.0","","","","1"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404599","6.5.1","27896","","","","0"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404600","6.5.2","31.4","","","","1"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404601","6.6.1","30834","","","","0"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404602","6.6.2","34.7","","","","1"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404603","6.7.1","13871","","","","0"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404604","6.7.2","15.6","","","","1"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404605","6.8.1","2672","","","","0"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404606","6.8.2","3.0","","","","1"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404607","6.9.1","125","","","","0"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404608","6.9.2","0.1","","","","1"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, not stated","Number of live births","Number","223","units","0","v21404609","6.10.1","6","","","","0"
"2013","Quebec, place of residence of mother","2016A000224","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404610","6.10.2","0.0","","","","1"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, all ages","Number of live births","Number","223","units","0","v21404611","7.1.1","140372","","","","0"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404612","7.1.2","100.0","","","","1"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404613","7.2.1","17","","","","0"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404614","7.2.2","0.0","","","","1"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404615","7.3.1","3596","","","","0"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404616","7.3.2","2.6","","","","1"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404617","7.4.1","15929","","","","0"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404618","7.4.2","11.3","","","","1"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404619","7.5.1","38497","","","","0"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404620","7.5.2","27.4","","","","1"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404621","7.6.1","50878","","","","0"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404622","7.6.2","36.2","","","","1"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404623","7.7.1","25661","","","","0"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404624","7.7.2","18.3","","","","1"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404625","7.8.1","5405","","","","0"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404626","7.8.2","3.9","","","","1"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404627","7.9.1","371","","","","0"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404628","7.9.2","0.3","","","","1"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, not stated","Number of live births","Number","223","units","0","v21404629","7.10.1","18","","","","0"
"2013","Ontario, place of residence of mother","2016A000235","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404630","7.10.2","0.0","","","","1"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, all ages","Number of live births","Number","223","units","0","v21404631","8.1.1","16472","","","","0"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404632","8.1.2","100.0","","","","1"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404633","8.2.1","12","","","","0"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404634","8.2.2","0.1","","","","1"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404635","8.3.1","1079","","","","0"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404636","8.3.2","6.6","","","","1"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404637","8.4.1","3081","","","","0"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404638","8.4.2","18.7","","","","1"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404639","8.5.1","4969","","","","0"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404640","8.5.2","30.2","","","","1"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404641","8.6.1","4774","","","","0"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404642","8.6.2","29.0","","","","1"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404643","8.7.1","2146","","","","0"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404644","8.7.2","13.0","","","","1"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404645","8.8.1","397","","","","0"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404646","8.8.2","2.4","","","","1"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404647","8.9.1","13","","","","0"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404648","8.9.2","0.1","","","","1"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, not stated","Number of live births","Number","223","units","0","v21404649","8.10.1","1","","","","0"
"2013","Manitoba, place of residence of mother","2016A000246","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404650","8.10.2","0.0","","","","1"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, all ages","Number of live births","Number","223","units","0","v21404651","9.1.1","14798","","","","0"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404652","9.1.2","100.0","","","","1"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404653","9.2.1","7","","","","0"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404654","9.2.2","0.0","","","","1"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404655","9.3.1","1009","","","","0"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404656","9.3.2","6.8","","","","1"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404657","9.4.1","2844","","","","0"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404658","9.4.2","19.2","","","","1"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404659","9.5.1","4922","","","","0"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404660","9.5.2","33.3","","","","1"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404661","9.6.1","4095","","","","0"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404662","9.6.2","27.7","","","","1"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404663","9.7.1","1607","","","","0"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404664","9.7.2","10.9","","","","1"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404665","9.8.1","299","","","","0"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404666","9.8.2","2.0","","","","1"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404667","9.9.1","14","","","","0"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404668","9.9.2","0.1","","","","1"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, not stated","Number of live births","Number","223","units","0","v21404669","9.10.1","1","","","","0"
"2013","Saskatchewan, place of residence of mother","2016A000247","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404670","9.10.2","0.0","","","","1"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, all ages","Number of live births","Number","223","units","0","v21404671","10.1.1","53428","","","","0"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404672","10.1.2","100.0","","","","1"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404673","10.2.1","14","","","","0"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404674","10.2.2","0.0","","","","1"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404675","10.3.1","1798","","","","0"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404676","10.3.2","3.4","","","","1"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404677","10.4.1","7755","","","","0"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404678","10.4.2","14.5","","","","1"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404679","10.5.1","16629","","","","0"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404680","10.5.2","31.1","","","","1"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404681","10.6.1","17874","","","","0"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404682","10.6.2","33.5","","","","1"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404683","10.7.1","7795","","","","0"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404684","10.7.2","14.6","","","","1"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404685","10.8.1","1481","","","","0"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404686","10.8.2","2.8","","","","1"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404687","10.9.1","76","","","","0"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404688","10.9.2","0.1","","","","1"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, not stated","Number of live births","Number","223","units","0","v21404689","10.10.1","6","","","","0"
"2013","Alberta, place of residence of mother","2016A000248","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404690","10.10.2","0.0","","","","1"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, all ages","Number of live births","Number","223","units","0","v21404691","11.1.1","43786","","","","0"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404692","11.1.2","100.0","","","","1"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404693","11.2.1","5","","","","0"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404694","11.2.2","0.0","","","","1"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404695","11.3.1","1016","","","","0"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404696","11.3.2","2.3","","","","1"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404697","11.4.1","4741","","","","0"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404698","11.4.2","10.8","","","","1"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404699","11.5.1","11798","","","","0"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404700","11.5.2","26.9","","","","1"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404701","11.6.1","15645","","","","0"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404702","11.6.2","35.7","","","","1"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404703","11.7.1","8511","","","","0"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404704","11.7.2","19.4","","","","1"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404705","11.8.1","1952","","","","0"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404706","11.8.2","4.5","","","","1"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404707","11.9.1","109","","","","0"
"2013","British Columbia, place of residence of mother","2016A000259","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404708","11.9.2","0.2","","","","1"
